日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA20,MA60,RSI14,DIF,DEA,MACD
2023-02-14,1190.71,1189.03,1235.34,1147.48,200901,3468984239.54,0.53,2.4,-7.89,0.54,1174.934,1100.2475,,86.16643409869341,43.025748527904625,33.89800567101689,18.25548571377547
2023-02-15,1211.09,1216.35,1236.82,1186.61,389340,2895658812.0,4.28,-1.84,8.02,0.78,1186.592,1110.059,,87.9155585106383,45.998881715142716,36.31818087984206,19.36140167060131
2023-02-16,1199.78,1198.48,1206.31,1185.33,174914,4809347979.95,0.24,-1.19,-4.51,1.8,1193.2099999999998,1118.798,,78.96076352067874,46.37852872263534,38.33025044840072,16.096556548469238
2023-02-17,1222.37,1221.93,1222.37,1210.67,153439,1349496065.44,0.67,-0.18,-6.36,0.67,1201.0,1128.9689999999998,,88.84593577650642,48.01809798807676,40.26781995633593,15.500556063481667
2023-02-20,1185.46,1192.61,1213.18,1184.19,310188,4825851587.96,1.4,1.49,2.24,1.32,1203.6799999999998,1136.9355,,76.05938175326503,46.41652863207696,41.49756169148414,9.837933881185648
2023-02-21,1192.61,1192.69,1201.56,1192.61,73108,4059079578.9,2.02,-0.67,4.85,1.56,1204.412,1143.715,,73.18318160290481,44.6391563032214,42.12588061383159,5.026551378779615
2023-02-22,1206.19,1204.18,1220.22,1202.58,478545,4481000135.56,4.12,-0.02,5.72,0.55,1201.9779999999998,1150.1744999999999,,74.57720129708156,43.65450098798442,42.43160468866216,2.445792598644516
2023-02-23,1201.58,1197.4,1201.83,1189.97,105241,3824458743.31,4.91,2.63,-0.96,0.48,1201.7620000000002,1156.0700000000002,,71.60979447339956,41.84470550182459,42.314224851294654,-0.9390386989401236
2023-02-24,1219.28,1203.78,1220.42,1182.09,443891,1096180318.74,3.79,1.02,-1.6,1.58,1198.132,1161.797,,69.55123134525125,40.45885769355891,41.94315141974751,-2.968587452377193
2023-02-27,1222.12,1224.77,1265.06,1202.32,400901,1232587305.42,3.01,-0.72,25.78,1.96,1204.564,1169.4755,,72.32421032449793,40.58642584727045,41.6718063052521,-2.1707609159632995
2023-02-28,1240.53,1231.14,1240.9,1223.4,224424,1765642652.52,3.85,0.88,-10.18,1.51,1212.2540000000001,1176.949,,69.37844717861691,40.73199718311548,41.48384448082478,-1.5036945954185938
2023-03-01,1206.08,1203.6,1216.38,1175.39,221108,1734398385.27,3.01,-0.47,-6.41,0.79,1212.138,1181.9,,59.15121904488187,38.18494341851397,40.82406426836262,-5.278241699697304
2023-03-02,1220.15,1217.68,1243.59,1202.54,54772,546700235.86,4.56,1.33,4.38,0.66,1216.194,1187.5015,,58.45269414401246,36.87742330757533,40.034736076205164,-6.314625537259673
2023-03-03,1237.8,1235.16,1237.8,1221.24,91844,1241273315.29,4.49,-2.28,-17.78,1.54,1222.47,1193.7845000000002,,62.775722701739944,36.827173382394676,39.39322353744306,-5.132100310096774
2023-03-06,1243.13,1238.95,1243.13,1228.8,141403,2905130539.66,0.47,-2.42,-12.56,1.49,1225.306,1199.2505,,61.72161172161171,36.670457077681476,38.84867024549075,-4.356426335618551
2023-03-07,1238.1,1240.64,1283.29,1187.71,330877,2759064851.19,4.08,-4.61,-6.55,1.89,1227.206,1204.7015000000001,,56.48390368907162,36.26459151612357,38.33185449961732,-4.134525966987496
2023-03-08,1244.33,1243.37,1253.34,1237.04,109104,1330320309.97,1.34,4.71,0.64,1.04,1235.16,1208.967,,63.03653365859317,35.75111175688471,37.8157059510708,-4.129188388372171
2023-03-09,1221.73,1220.96,1224.14,1220.34,99730,2892497873.5,0.49,-0.87,-6.88,0.4,1235.816,1211.7455,,49.71658972710804,33.15370041552205,36.88330484396105,-7.459208856877993
2023-03-10,1206.87,1217.09,1231.8,1201.77,345850,2137589820.73,1.75,2.7,7.04,1.67,1232.202,1213.451,,58.40197693574958,30.43215363336617,35.593074601842076,-10.321841936951813
2023-03-13,1254.7,1244.62,1279.75,1231.63,250681,3143007493.29,1.32,1.67,-5.2,1.99,1233.336,1216.7214999999999,,64.99740079708883,30.14920782246486,34.50430124596663,-8.710186847003541
2023-03-14,1264.63,1262.56,1285.61,1240.47,287145,1590834931.36,1.06,0.37,-5.71,0.86,1237.7199999999998,1220.398,,66.2545940527898,31.015057026773093,33.806452402127924,-5.582790750709663
2023-03-15,1267.41,1275.02,1289.88,1264.72,479608,2661374495.14,0.74,-1.72,13.16,1.17,1244.05,1223.3315,,70.94893662960159,32.33394108112543,33.51195013792743,-2.3560181136039944
2023-03-16,1273.66,1270.5,1289.01,1258.34,189836,4333870234.01,1.01,-0.23,7.69,0.15,1253.958,1226.9325000000001,,68.18974918211558,32.638207037314714,33.337201517804885,-1.3979889609803422
2023-03-17,1266.0,1267.53,1273.9,1266.0,227494,2593156945.15,3.67,-0.57,-2.64,0.62,1264.0459999999998,1229.2125,,62.92780263635261,32.267723589459365,33.12330593213578,-1.711164685352827
2023-03-20,1273.76,1278.58,1284.09,1263.05,280073,2300183831.17,1.99,-1.1,-11.96,0.58,1270.838,1233.511,,63.94801834646589,32.49121691561868,32.99688812883236,-1.0113424264273618
2023-03-21,1281.58,1282.23,1315.58,1276.12,184099,2042356655.77,2.35,1.49,-17.82,1.58,1274.7720000000002,1237.988,,76.89676404186908,32.58721633736059,32.914953770538006,-0.6554748663548366
2023-03-22,1290.9,1284.8,1299.81,1240.95,338669,3553416575.69,4.25,-0.85,3.25,1.75,1276.7279999999998,1242.019,,74.92202584286349,32.49607951579219,32.831178919588844,-0.6701988075933087
2023-03-23,1279.16,1278.74,1279.16,1267.59,240394,3670839017.45,3.69,0.55,16.18,1.69,1278.3759999999997,1246.086,,67.68094774423888,31.57093152720404,32.57912944111188,-2.0163958278156855
2023-03-24,1289.27,1288.25,1320.98,1283.51,209380,4955857617.95,0.2,2.0,5.13,1.66,1282.52,1250.3095,1140.9551666666666,69.11445409429282,31.24495026517957,32.31229360592542,-2.1346866814917007
2023-03-27,1281.06,1279.59,1290.26,1270.96,413772,3329429409.49,4.63,-1.67,-6.08,1.68,1282.722,1253.0505,1145.2826666666665,64.32722724931945,29.942657820400427,31.838366448820423,-3.791417256839992
2023-03-28,1276.66,1278.05,1283.87,1262.57,215729,1742819839.3,1.38,0.02,-1.64,0.65,1281.886,1255.3960000000002,1149.743333333333,62.869229627430634,28.458267354315467,31.162346629919433,-5.408158551207933
2023-03-29,1300.39,1292.93,1311.98,1292.76,86120,2646144360.64,1.27,-2.01,-8.91,0.86,1283.5120000000002,1259.8625,1154.4975000000002,78.28787045043624,28.15798117884333,30.561473539704213,-4.8069847217217685
2023-03-30,1269.21,1266.72,1272.23,1266.49,253162,1667151905.52,0.44,2.58,-5.65,0.38,1281.1079999999997,1262.3145,1159.0288333333335,66.5931126713474,25.510999347019833,29.55137870116734,-8.080758708295015
2023-03-31,1277.13,1275.05,1281.2,1266.72,294954,1802928908.44,2.9,-2.09,8.48,1.24,1278.4679999999998,1264.309,1163.933,61.67242040659764,23.810930967704735,28.403289154474823,-9.184716373540176
2023-04-03,1260.55,1261.03,1266.72,1249.14,487688,2700999996.86,4.21,1.38,-1.58,1.82,1274.756,1265.413,1168.9294999999997,49.39492209127582,21.089214363196334,26.940474196219128,-11.702519666045589
2023-04-04,1222.75,1224.4,1261.85,1217.21,75882,4915801684.31,1.7,-1.38,2.19,1.12,1264.026,1264.6009999999999,1173.1406666666667,33.193891102257666,15.794431104812702,24.711265577937844,-17.833668946250285
2023-04-05,1213.6,1208.04,1218.84,1202.17,222486,1868644176.76,1.0,-1.39,-12.08,1.1,1247.048,1262.8345,1176.9716666666666,30.774439793154386,10.161031901180877,21.80121884258645,-23.280373882811148
2023-04-06,1194.91,1192.71,1209.29,1189.23,291283,4110676102.68,4.65,1.42,3.92,1.75,1232.246,1261.422,1180.9199999999998,28.59839816933639,4.408698828236538,18.32271483971647,-27.82803202295986
2023-04-07,1207.78,1208.7,1216.27,1207.78,58712,4716644940.02,2.41,-0.34,-4.49,0.55,1218.976,1261.0025,1185.0463333333332,30.5608100589741,1.1271991405651534,14.883611699886206,-27.512825118642105
2023-04-10,1216.91,1225.49,1227.05,1204.3,97671,2435143061.06,2.99,-1.27,-1.29,0.09,1211.868,1260.046,1189.2491666666667,35.29137287432599,-0.11724875308664195,11.883439609291639,-24.00137672475656
2023-04-11,1263.43,1260.9,1297.02,1238.51,174974,4758002165.77,4.61,3.78,2.09,0.87,1219.1680000000001,1259.9630000000002,1193.5361666666665,44.705830232146056,1.7338219712951286,9.853516081692337,-16.239388220794417
2023-04-12,1258.24,1256.64,1258.24,1236.6,269339,3734671737.85,3.53,-1.05,-0.44,1.81,1228.8880000000001,1259.044,1197.4781666666668,45.065201857806386,2.824503342576918,8.447713533869253,-11.24642038258467
2023-04-13,1248.28,1253.65,1300.26,1248.28,392419,3893808769.74,0.42,2.69,-1.87,1.32,1241.076,1258.2015,1201.3106666666667,42.04231830726773,3.4083191936656476,7.439834665828532,-8.063030944325769
2023-04-14,1245.46,1253.46,1256.91,1245.46,332693,1458778567.55,3.39,-1.55,10.3,0.41,1250.028,1257.498,1205.2265,43.746709424209094,3.8117268354737917,6.714213099757584,-5.8049725285675855
2023-04-17,1280.95,1278.9,1293.28,1267.25,290021,4863118763.8,3.18,2.24,4.06,0.92,1260.71,1257.514,1209.3201666666669,50.182536614697455,6.113750180645866,6.5941205159352405,-0.9607406705787493
2023-04-18,1290.91,1291.19,1299.27,1269.14,112805,4542604682.35,1.54,4.17,17.19,0.19,1266.768,1257.962,1213.2216666666666,49.62213342599028,8.828056218251959,7.040907656398585,3.5742971237067476
2023-04-19,1294.28,1293.66,1314.04,1272.2,420130,1470563363.52,2.91,0.65,-8.13,1.96,1274.172,1258.4050000000002,1216.8661666666667,56.52300242130752,11.051081675427668,7.8429424602044016,6.416278430446532
2023-04-20,1286.32,1282.89,1295.52,1278.3,415915,4034151437.89,0.16,-0.35,-3.47,0.5,1280.02,1258.6125,1220.2561666666666,51.87613668995888,11.80768473531839,8.635890915227199,6.343587640182381
2023-04-21,1323.12,1314.63,1344.49,1305.79,331986,3694642450.2,0.64,-0.22,-1.88,0.94,1292.2540000000001,1259.9315000000001,1224.0126666666667,61.823877172858055,14.797870212607904,9.86828677470334,9.85916687580913
2023-04-24,1285.97,1292.2,1303.84,1276.15,404208,742516234.5,1.13,0.13,-10.76,0.24,1294.914,1260.562,1227.696,65.95594464840437,15.182683675297767,10.931166154822225,8.503035040951083
2023-04-25,1286.78,1290.69,1299.27,1261.65,153845,573300154.81,4.28,-2.43,4.56,0.58,1294.814,1261.194,1231.1796666666667,70.91240321846061,15.190697827829354,11.78307248942365,6.815250676811406
2023-04-26,1280.92,1290.25,1299.29,1253.32,343731,3696038980.74,0.6,-0.25,-12.03,1.02,1294.132,1261.06,1234.2741666666666,76.691112084063,14.988763641603782,12.424210719859678,5.129105843488208
2023-04-27,1304.68,1302.15,1318.89,1288.99,180419,3801149246.84,3.27,0.52,4.08,0.39,1297.984,1262.8315,1237.5491666666667,76.15742036611988,15.609028724856216,13.061174320858987,5.095708807994459
2023-04-28,1283.13,1284.55,1314.61,1247.25,282150,1484080512.51,2.83,1.3,-10.66,1.49,1291.968,1263.3065000000001,1240.4666666666667,66.45675434685683,14.51312212370226,13.351563881427642,2.323116484549235
2023-05-01,1303.12,1306.88,1321.23,1300.73,106729,506387019.98,0.66,0.3,12.35,0.02,1294.904,1265.599,1243.4208333333333,63.81942774705453,15.270424676944003,13.735336040530916,3.070177272826175
2023-05-02,1307.5,1306.97,1315.61,1283.36,130703,508903027.85,1.06,1.35,7.29,1.98,1298.16,1269.7275000000002,1246.3433333333335,65.51575312904612,15.696910441712362,14.127650920767206,3.138519041890312
2023-05-03,1281.89,1294.39,1320.37,1262.41,304703,4609681981.51,1.02,0.46,-19.44,1.64,1298.988,1274.045,1248.6155,61.858190709046426,14.848636776596777,14.271848091933121,1.1535773693273121
2023-05-04,1288.12,1285.99,1298.23,1282.07,330164,612075902.87,0.51,-5.56,-10.92,1.87,1295.756,1278.7090000000003,1250.6254999999999,59.0366131451747,13.344734198211654,14.086425313188828,-1.4833822299543478
2023-05-05,1290.32,1287.28,1321.02,1281.31,427952,3626681344.87,1.53,-1.59,0.93,1.69,1296.3020000000001,1282.6380000000001,1252.3638333333333,52.688655030800774,12.117292187246676,13.692598688000398,-3.1506130015074447
2023-05-08,1287.52,1280.61,1305.26,1276.31,253945,2700853029.53,3.18,1.09,17.08,1.47,1291.048,1285.394,1254.0538333333332,46.478498202636096,10.485452524100538,13.051169455220426,-5.131433862239778
2023-05-09,1306.23,1295.7,1306.81,1289.32,95731,4727283942.09,3.74,-3.19,-16.92,1.37,1288.794,1287.1340000000002,1255.8316666666667,50.62638172439202,10.291214012813725,12.499178366739088,-4.415928707850725
2023-05-10,1287.23,1283.16,1287.4,1276.57,434234,4111967200.21,1.24,-0.16,-1.12,1.7,1286.548,1288.46,1256.9451666666666,50.08201202843083,9.02141217049143,11.803625127489557,-5.564425913996253
2023-05-11,1286.97,1291.53,1304.24,1286.97,245415,1280387439.83,2.13,-1.86,21.64,1.85,1287.656,1290.354,1258.496,41.82242990654203,8.59143736900819,11.161187575793283,-5.139500413570186
2023-05-12,1319.83,1323.17,1360.54,1300.57,138342,2517830184.11,4.73,-1.7,2.33,1.05,1294.834,1293.8395,1260.1833333333334,60.292455965437,10.680643010364292,11.065078662707485,-0.7688713046863853
2023-05-15,1338.58,1329.78,1360.2,1323.05,196487,3983739202.42,3.61,-2.57,0.3,1.87,1304.6680000000001,1296.3835000000001,1262.4695,62.565091610414605,12.723061754898708,11.39667528114573,2.652772947505955
2023-05-16,1333.07,1346.79,1366.02,1306.75,417643,3776924469.49,1.51,2.54,-6.1,1.49,1314.886,1299.1635,1265.0378333333333,66.424587497095,15.535178301130372,12.22437588514266,6.621604831975425
2023-05-17,1365.77,1361.9,1366.24,1313.05,117339,849729329.16,3.8,0.56,0.07,0.28,1330.634,1302.5755,1267.6665,67.03929732504417,18.76672057181213,13.532844822476553,10.467751498671152
2023-05-18,1336.84,1335.9,1337.31,1316.06,357713,3458838575.42,3.56,-2.73,-4.23,1.39,1339.5080000000003,1305.226,1269.9748333333334,63.97431012899365,19.01061584859326,14.628399027699896,8.76443364178673
2023-05-19,1355.55,1356.38,1380.04,1328.58,279697,1731766807.45,0.88,1.49,-7.43,1.86,1346.15,1307.3135,1272.518166666667,63.60787332307015,20.61878889053196,15.826477000266308,9.584623780531302
2023-05-22,1343.58,1354.45,1377.64,1329.66,450443,2280224231.2,2.91,1.85,4.25,1.59,1351.084,1310.426,1274.6795,62.92183757892443,21.48982145740092,16.959145891693232,9.061351131415378
2023-05-23,1357.48,1372.14,1373.57,1344.88,145655,1441240461.09,0.98,0.1,-0.65,1.62,1356.154,1314.4985000000001,1277.0295,70.58730074670335,23.338524221102716,18.23502155757513,10.207005327055171
2023-05-24,1404.03,1393.77,1409.71,1372.69,496896,2485159391.88,4.72,-2.19,8.86,1.12,1362.528,1319.6744999999999,1280.199,76.67029595169748,26.246442064788198,19.837305659017744,12.818272811540908
2023-05-25,1420.35,1405.84,1420.35,1395.67,361372,3695573101.26,2.18,-3.58,-7.58,1.23,1376.516,1324.859,1283.335,77.85190753617738,29.188469525626942,21.707538432339586,14.961862186574713
2023-05-26,1417.13,1413.98,1448.04,1411.35,142975,1956245240.64,4.04,-0.18,-6.23,0.99,1388.036,1331.3305,1286.3153333333332,81.11614017078065,31.810189393513156,23.7280686245743,16.164241537877714
2023-05-29,1405.37,1399.8,1405.4,1381.8,491641,1001861061.69,2.26,-0.28,-14.82,1.08,1397.106,1335.9765000000002,1288.9961666666668,74.39081537019678,32.37056604905365,25.456568109470172,13.827995879166956
2023-05-30,1416.46,1417.05,1420.92,1416.46,342899,1693014215.79,3.77,-0.95,-7.98,1.44,1406.088,1341.4805000000001,1291.9363333333336,80.69322818761171,33.81678062477272,27.128610612530682,13.376340024484072
2023-05-31,1420.08,1423.51,1442.99,1412.8,281839,2083842524.87,3.65,-4.78,1.37,0.61,1412.036,1347.9365,1294.9386666666664,80.52266419981495,35.07980594050969,28.718849678126485,12.721912524766402
2023-06-01,1436.09,1435.71,1438.65,1432.89,382141,4028121876.47,2.43,1.68,1.84,0.29,1418.0099999999998,1355.4225000000001,1298.5178333333336,78.59829233584057,36.64280519425779,30.303640781352748,12.678328825810084
2023-06-02,1455.52,1455.63,1463.75,1430.87,415297,1694070736.46,3.85,-2.9,11.41,0.99,1426.3400000000001,1363.84,1302.4935,79.95430094730325,39.03885526264435,32.05068367761107,13.976343170066556
2023-06-05,1439.96,1443.91,1446.22,1427.74,218092,4415757514.43,1.64,-1.02,6.78,0.87,1435.162,1372.0049999999999,1305.8149999999998,73.71325324738743,39.536286452831746,33.54780423265521,11.976964440353072
2023-06-06,1457.56,1463.87,1491.74,1457.56,299278,1470690702.3,4.14,2.27,-4.43,1.38,1444.526,1380.4135,1309.1701666666665,74.32142346038252,41.06770648556744,35.051784683237656,12.03184360465957
2023-06-07,1486.48,1489.77,1492.92,1486.48,428436,4544363744.48,4.08,1.56,0.45,0.67,1457.778,1390.7440000000001,1312.7493333333334,86.71789242590553,43.86562581052499,36.81455290869513,14.102145803659724
2023-06-08,1495.35,1489.11,1495.35,1469.28,401844,1744161386.25,3.49,-1.03,-17.33,1.18,1468.458,1400.623,1316.3928333333336,84.98234146855717,45.50518510146844,38.55267934724979,13.905011508437298
2023-06-09,1473.47,1467.83,1531.1,1457.28,124340,2767198505.7,1.05,0.18,-8.86,1.35,1470.898,1407.856,1319.7311666666667,77.11661723907007,44.57361263595158,39.75686600499015,9.633493261922851
2023-06-12,1507.7,1504.49,1507.7,1490.23,62192,686376643.32,0.29,0.39,-21.94,0.97,1483.014,1416.5915,1323.4963333333335,79.02030434591936,46.26023121554999,41.057539047102125,10.405384336895736
2023-06-13,1526.85,1519.6,1531.89,1514.95,320361,2072898467.78,0.38,0.05,17.81,0.91,1494.1599999999999,1425.232,1327.4524999999999,78.40278091282556,48.259830031867295,42.497997244055156,11.523665575624278
2023-06-14,1542.04,1532.03,1556.56,1520.72,377628,3678447145.11,4.64,1.21,2.42,0.39,1502.6119999999999,1433.7385,1331.5729999999999,78.43782395096224,50.2680646596732,44.05201072717877,12.432107864988865
2023-06-15,1532.27,1537.21,1540.42,1524.62,152896,2044175940.98,2.53,-1.08,1.86,0.11,1512.232,1443.8039999999999,1335.8808333333334,78.14627015668536,51.681831793598576,45.57797494046273,12.20771370627169
2023-06-16,1541.05,1533.01,1542.43,1512.98,428898,711246045.48,1.73,-0.34,10.74,1.3,1525.2679999999998,1452.6354999999999,1339.9601666666667,81.87909826257595,51.86547462737394,46.83547487784497,10.059999499057938
2023-06-19,1522.73,1528.24,1561.29,1497.61,73415,1058610372.95,3.04,3.87,-28.15,1.93,1530.018,1461.325,1344.1043333333334,78.29982183761769,51.03778198001987,47.67593629827995,6.723691363479844
2023-06-20,1535.79,1535.3,1553.7,1534.42,319329,3140717312.21,4.61,-3.7,25.86,0.37,1533.158,1469.483,1348.3918333333336,78.36589698046177,50.370868572776544,48.214922753179266,4.311891639194556
2023-06-21,1550.85,1541.39,1598.07,1520.16,232612,1967149933.29,2.59,0.32,-16.96,0.64,1535.0300000000002,1476.864,1352.5328333333334,77.67361474808838,49.76014304205546,48.523966810954505,2.4723524622019113
2023-06-22,1545.98,1541.15,1561.19,1520.22,476653,4820739986.09,1.59,-1.31,18.14,1.76,1535.818,1483.6295,1357.1066666666666,74.96788508700217,48.695441922065584,48.55826183317672,0.2743601777777229
2023-06-23,1531.37,1532.71,1562.38,1510.78,270383,2043531090.81,2.95,1.92,7.1,1.99,1535.7580000000003,1489.566,1361.4010000000003,76.43171806167396,46.63306421355992,48.17322230925336,-3.080316191386885
2023-06-26,1540.46,1540.03,1540.46,1513.2,218193,2566405535.15,3.0,-0.52,-19.54,1.16,1538.1160000000002,1496.5774999999999,1366.0510000000002,74.51396935753827,45.069741915288205,47.55252623046033,-4.965568630344251
2023-06-27,1533.83,1527.77,1559.51,1501.7,106523,2622160948.92,0.05,4.43,14.78,1.39,1536.6100000000001,1502.1135,1371.1071666666664,63.40860973888494,42.35329576233744,46.512680136835755,-8.318768748996632
2023-06-28,1499.27,1508.26,1522.63,1486.68,393222,4205582016.47,3.01,0.71,-0.32,0.69,1529.984,1506.351,1376.1108333333334,55.96387418249769,38.18601406686457,44.847346922841524,-13.322665711953903
2023-06-29,1490.59,1491.75,1505.27,1476.91,481654,2552732952.86,2.54,0.71,-11.09,0.68,1520.104,1509.1529999999998,1381.0948333333333,57.6774939016562,33.16884448702854,42.51164643567893,-18.68560389730078
2023-06-30,1457.54,1471.82,1484.28,1444.65,103795,2090531237.76,3.09,-1.34,4.13,1.3,1507.926,1509.9625,1385.4801666666667,38.25242718446601,27.27016354001148,39.463349856545435,-24.386372633067907
2023-07-03,1475.06,1485.43,1502.22,1457.26,435121,4157456831.13,4.81,0.3,-7.37,0.97,1497.0059999999999,1512.0385,1389.8125,37.57906215921492,23.423616774798575,36.25540324019606,-25.66357293079497
2023-07-04,1476.16,1478.63,1490.98,1447.23,96293,1858019191.02,2.0,-1.88,4.59,1.96,1487.178,1512.7765,1393.4413333333334,29.760460885385186,19.60055458809552,32.92443350977595,-26.647757843360864
2023-07-05,1487.92,1494.71,1502.54,1460.96,403282,3420250091.4,3.85,2.06,10.7,0.46,1484.468,1513.0234999999998,1397.4091666666668,35.1211314941885,17.664644845372777,29.87247577689532,-24.415661863045088
2023-07-06,1506.53,1504.95,1506.53,1502.92,104043,3816790763.15,4.93,0.64,-16.86,1.83,1487.108,1513.8155000000002,1401.5974999999999,40.575036947467446,16.763466045856376,27.250673830687532,-20.974415569662312
